TID: [-1234] [] [2017-04-14 10:56:54,959]  INFO {org.wso2.andes.server.handler.ConnectionCloseMethodHandler} -  ConnectionClose received with reply code/reply text 200/JMS client is closing the connection. for /10.49.40.202:40068(jndi_user) 
TID: [-1234] [] [2017-04-14 10:56:56,173]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  SASL Mechanism selected: PLAIN 
TID: [-1234] [] [2017-04-14 10:56:56,174]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Locale selected: en_US 
TID: [-1234] [] [2017-04-14 10:56:56,176]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Connected as: jndi_user 
TID: [-1234] [] [2017-04-14 10:56:56,176]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Framesize set to 65535 
TID: [-1234] [] [2017-04-14 10:57:42,673]  INFO {org.wso2.andes.server.handler.ConnectionCloseMethodHandler} -  ConnectionClose received with reply code/reply text 200/JMS client is closing the connection. for /10.49.40.202:40188(jndi_user) 
TID: [-1234] [] [2017-04-14 10:57:43,866]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  SASL Mechanism selected: PLAIN 
TID: [-1234] [] [2017-04-14 10:57:43,867]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Locale selected: en_US 
TID: [-1234] [] [2017-04-14 10:57:43,869]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Connected as: jndi_user 
TID: [-1234] [] [2017-04-14 10:57:43,870]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Framesize set to 65535 
TID: [-1] [] [2017-04-14 11:02:16,979]  INFO {org.wso2.andes.kernel.AndesRecoveryTask} -  Running DB sync task. 
TID: [-1234] [] [2017-04-14 11:06:00,456]  INFO {org.wso2.andes.server.handler.ConnectionCloseMethodHandler} -  ConnectionClose received with reply code/reply text 200/JMS client is closing the connection. for /10.49.40.202:40208(jndi_user) 
TID: [-1234] [] [2017-04-14 11:06:01,635]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  SASL Mechanism selected: PLAIN 
TID: [-1234] [] [2017-04-14 11:06:01,636]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Locale selected: en_US 
TID: [-1234] [] [2017-04-14 11:06:01,639]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Connected as: jndi_user 
